Suburb,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Postcode,Average income,Lat,Lng
PRAHRAN,955000.0,955000.0,932500.0,990000.0,1175000.0,1350000.0,1436000.0,1527500.0,1578000.0,1510000.0,1785000.0,3181,80359.51798319328,-37.852,144.998
PRESTON,602000.0,602000.0,580000.0,632500.0,690000.0,791000.0,882000.0,996000.0,980000.0,936500.0,1010000.0,3072,57361.669244322635,-37.74313529999999,145.00813540000001
PRINCES HILL,967500.0,967500.0,928500.0,1216500.0,1210000.0,1280000.0,1555000.0,1767500.0,1650000.0,2035000.0,1375500.0,3054,80664.82484287133,-37.784,144.966
PYRAMID HILL,91000.0,91000.0,100000.0,112500.0,117000.0,112500.0,112500.0,112500.0,100000.0,120000.0,115000.0,3575,40275.99554565702,-36.0556784,144.1341779
QUARRY HILL,292500.0,292500.0,300000.0,385000.0,355000.0,377500.0,349000.0,362000.0,407500.0,395000.0,369000.0,3550,52519.36090651558,-36.766667,144.283333
QUEENSCLIFF,590000.0,590000.0,697500.0,630000.0,695000.0,700000.0,795000.0,763000.0,950000.0,950000.0,990000.0,3225,60379.78814147018,-38.2677746,144.6286897
RAWSON,161000.0,161000.0,141500.0,160500.0,100000.0,147000.0,151000.0,146500.0,164000.0,156000.0,120000.0,3825,51179.074718323776,-37.95,146.4
RAYMOND ISLAND,262500.0,262500.0,310000.0,297500.0,280000.0,285000.0,330000.0,289500.0,360000.0,300000.0,525000.0,3880,44258.59259259259,-37.916667,147.73333300000002
RED CLIFFS,170000.0,170000.0,157000.0,163000.0,157500.0,175000.0,165000.0,223500.0,211500.0,217500.0,240000.0,3496,44315.97282913165,-34.3075,142.18805600000002
REDAN,227500.0,227500.0,237000.0,250000.0,245000.0,247000.0,255000.0,287500.0,330000.0,357000.0,365000.0,3350,56145.194797098164,-37.577,143.844
RESEARCH,657000.0,657000.0,622500.0,605500.0,685000.0,686000.0,825500.0,950000.0,915000.0,930000.0,1515000.0,3095,70645.77356557376,-37.707,145.18
RESERVOIR,500000.0,500000.0,468500.0,510000.0,541000.0,615000.0,710000.0,816000.0,790000.0,750000.0,827000.0,3073,50788.59022355332,-37.7154505,145.00774330000002
RHYLL,415000.0,415000.0,400000.0,393000.0,482000.0,402000.0,460000.0,527500.0,657500.0,565000.0,510000.0,3923,48305.237467018465,-38.463056,145.303889
RICHMOND,825000.0,825000.0,823000.0,900000.0,961000.0,1150000.0,1265000.0,1302500.0,1311000.0,1255000.0,1220000.0,3121,81748.72839948094,-37.823,144.998
RIDDELLS CREEK,449000.0,449000.0,380000.0,450000.0,417500.0,456500.0,500000.0,580000.0,675000.0,695000.0,680000.0,3431,60665.81511946728,-37.4543694,144.68738069999998
RINGWOOD,506000.0,506000.0,503500.0,551000.0,660000.0,777500.0,837500.0,910500.0,900000.0,813500.0,899000.0,3134,61239.66149276612,-37.8106372,145.2307011
RINGWOOD EAST,520000.0,520000.0,490000.0,547000.0,612000.0,750000.0,806000.0,901000.0,881000.0,809000.0,975500.0,3135,58371.5064621029,-37.818000000000005,145.252
RIPPLESIDE,510000.0,510000.0,414000.0,585000.0,530000.0,640000.0,739000.0,671500.0,750000.0,810000.0,768500.0,3215,54563.18455870039,-38.12355489999999,144.35628069999999
ROBINVALE,136000.0,136000.0,176000.0,150000.0,160000.0,184500.0,170000.0,198500.0,220000.0,225000.0,198500.0,3549,48182.779948586125,-34.5885119,142.777553
ROCHESTER,185000.0,185000.0,210000.0,189500.0,215000.0,235000.0,239000.0,242500.0,236000.0,255000.0,250000.0,3561,44871.48597038192,-36.366667,144.7
ROCKBANK,251000.0,251000.0,262000.0,309000.0,280000.0,300000.0,347000.0,446000.0,500000.0,497000.0,480000.0,3335,53212.129727819025,-37.7304579,144.65291399999998
ROMSEY,360000.0,360000.0,367500.0,387500.0,396000.0,420000.0,428000.0,470000.0,550000.0,580500.0,627500.0,3434,60192.75225085378,-37.350633200000004,144.7428496
ROSANNA,725000.0,725000.0,652500.0,717500.0,781500.0,905000.0,980000.0,1175000.0,1100000.0,1042500.0,1122500.0,3084,71867.05636177516,-37.740964899999994,145.0683729
ROSEBUD,360000.0,360000.0,350000.0,366000.0,365000.0,389000.0,445000.0,536000.0,590000.0,545000.0,587500.0,3939,47514.5609847072,-38.356,144.918
ROSEBUD SOUTH,460000.0,460000.0,450000.0,425000.0,500000.0,514500.0,546000.0,647500.0,710000.0,682500.0,842500.0,3939,47514.5609847072,-38.356,144.918
ROSEDALE,189000.0,189000.0,208500.0,215000.0,215000.0,197000.0,230000.0,255000.0,280000.0,247000.0,210000.0,3847,47138.85496183206,-38.15,146.783
ROWVILLE,527500.0,527500.0,530000.0,570000.0,617500.0,710000.0,778000.0,867000.0,840000.0,820500.0,801500.0,3178,57707.23698168904,-37.9279826,145.23307509999998
ROXBURGH PARK,360000.0,360000.0,355000.0,365000.0,385000.0,400000.0,435000.0,515000.0,546000.0,540000.0,577500.0,3064,48947.56433383063,-37.626999999999995,144.929
RUSHWORTH,155000.0,155000.0,190000.0,161000.0,158000.0,177000.0,200000.0,192500.0,198000.0,197500.0,185000.0,3612,45212.26215895612,-36.6265235,145.0672551
RUTHERGLEN,207000.0,207000.0,235000.0,232000.0,195000.0,230000.0,255000.0,262000.0,270000.0,280000.0,330000.0,3685,51141.342151675475,-36.055556,146.4625
RYE,440000.0,440000.0,422000.0,425000.0,460000.0,488000.0,550000.0,658000.0,705000.0,690000.0,700500.0,3941,48981.261195064464,-38.376999999999995,144.838
SAFETY BEACH,553000.0,553000.0,551000.0,515000.0,516500.0,595000.0,665000.0,780000.0,849000.0,785000.0,980000.0,3936,55124.093082114734,-38.321999999999996,144.986
SAILORS GULLY,265000.0,265000.0,257500.0,253000.0,262500.0,235000.0,225000.0,232000.0,290000.0,280000.0,211000.0,3556,45021.252223816366,-36.70346,144.2320179
SALE,291500.0,291500.0,274000.0,290000.0,300000.0,298000.0,295500.0,300000.0,308000.0,325000.0,341000.0,3850,55418.411427875246,-38.10260039999999,147.073027
SAN REMO,411000.0,411000.0,402500.0,410000.0,407000.0,420000.0,460000.0,497000.0,515000.0,554500.0,670000.0,3925,48757.25472132658,-38.52542469999999,145.37684840000003
SANDHURST,509000.0,509000.0,510000.0,545000.0,549000.0,617500.0,678500.0,730000.0,837500.0,815000.0,785000.0,3977,51538.533920372785,-38.080999999999996,145.207
SANDRINGHAM,1202500.0,1202500.0,1175000.0,1210000.0,1305000.0,1490000.0,1760000.0,1870000.0,1850000.0,1650000.0,1770000.0,3191,96664.93728121354,-37.9525,145.012311
SANDY POINT,375000.0,375000.0,355000.0,352500.0,380000.0,370000.0,359000.0,407500.0,410000.0,410000.0,517500.0,3959,42642.001358695656,-38.8256023,146.134104
SCORESBY,472000.0,472000.0,480000.0,509000.0,570000.0,661000.0,700000.0,878500.0,835000.0,767000.0,790000.0,3179,53946.290296495965,-37.8991785,145.23032800000001
SEA LAKE,112000.0,112000.0,65000.0,80000.0,75000.0,95000.0,75000.0,70000.0,110000.0,100000.0,117500.0,3533,46370.60858585859,-35.5055413,142.8526896
SEABROOK,407500.0,407500.0,403500.0,422500.0,402500.0,456000.0,509000.0,635000.0,672500.0,626500.0,655000.0,3028,52982.041227966394,-37.876,144.75799999999998
SEAFORD,415000.0,415000.0,392500.0,419000.0,450000.0,475000.0,581500.0,700500.0,695000.0,655000.0,681500.0,3198,53705.08215384615,-38.1089167,145.1363374
SEAHOLME,630000.0,630000.0,600000.0,641000.0,670000.0,802500.0,872500.0,1157500.0,1015000.0,1020000.0,1270000.0,3018,66631.63754530683,-37.86799999999999,144.841
SEASPRAY,165000.0,165000.0,192500.0,152000.0,164000.0,240000.0,175000.0,215000.0,210000.0,265000.0,443000.0,3851,49494.91379992092,-38.293634499999996,147.14676930000002
SEBASTOPOL,228000.0,228000.0,239500.0,242000.0,235500.0,244500.0,248000.0,256000.0,289500.0,315000.0,350000.0,3356,43892.308443644775,-37.585278,143.839444
SEDDON,620500.0,620500.0,670000.0,675000.0,730000.0,830000.0,934500.0,982500.0,1018500.0,960000.0,1038000.0,3011,56672.252318472216,-37.8055831,144.89100200000001
SELBY,421500.0,421500.0,410000.0,420000.0,420000.0,469500.0,527500.0,600000.0,637500.0,601500.0,680000.0,3159,59956.53262896209,-37.914,145.369
SEVILLE,380000.0,380000.0,380000.0,400000.0,397500.0,450000.0,511500.0,611500.0,634500.0,620000.0,625500.0,3139,53574.532510570214,-37.777,145.461
SEYMOUR,190000.0,190000.0,220000.0,220000.0,213000.0,225000.0,242500.0,277000.0,295000.0,300000.0,300000.0,3660,47500.2476070529,-37.01607970000001,145.1619887
SHEPPARTON,242500.0,242500.0,240000.0,247000.0,243000.0,250000.0,265000.0,261000.0,275000.0,282000.0,283000.0,3630,47299.43941197477,-36.383333,145.4
SHEPPARTON NORTH,330500.0,330500.0,284000.0,346000.0,375000.0,348000.0,361000.0,347000.0,334000.0,393000.0,453000.0,3631,53091.941192411934,-36.3299937,145.4008446
SHOREHAM,585000.0,585000.0,618000.0,607000.0,620000.0,903000.0,868500.0,970000.0,1160000.0,1500000.0,1560000.0,3916,82249.07728706625,-38.427,145.05
SILVERLEAVES,500000.0,500000.0,505000.0,508000.0,460500.0,484000.0,446500.0,515000.0,721000.0,618500.0,571000.0,3922,44287.562288851346,-38.453056,145.264722
SKENES CREEK,370000.0,370000.0,532500.0,465000.0,435000.0,491500.0,520000.0,517000.0,580000.0,667500.0,855000.0,3233,43456.75768667643,-38.7101801,143.70980319999998
SKYE,385000.0,385000.0,390000.0,395000.0,413000.0,430000.0,480000.0,570000.0,611000.0,600000.0,630000.0,3977,51538.533920372785,-38.119,145.2
SMITHS BEACH,380000.0,380000.0,430000.0,372500.0,390000.0,455000.0,470000.0,458500.0,589000.0,624500.0,560000.0,3922,44287.562288851346,-38.500665399999995,145.25630769999998
SOLDIERS HILL,278000.0,278000.0,292500.0,283000.0,341000.0,310000.0,375000.0,423500.0,447500.0,480000.0,548000.0,3350,56145.194797098164,-37.55,143.858
SOMERS,615000.0,615000.0,692500.0,657500.0,755000.0,696500.0,755500.0,820000.0,888500.0,950000.0,835000.0,3927,63645.413825757576,-38.393,145.16299999999998
SOMERVILLE,375000.0,375000.0,360000.0,385000.0,395000.0,425000.0,465000.0,580000.0,615000.0,600000.0,603000.0,3912,56166.023966766086,-38.226,145.17700000000002
SORRENTO,905000.0,905000.0,730000.0,770000.0,795000.0,859000.0,1130000.0,1300000.0,1377500.0,1465000.0,1360000.0,3943,115985.09991386735,-38.338889,144.740833
SOUTH DUDLEY,230000.0,230000.0,216500.0,192000.0,200500.0,221500.0,256000.0,233500.0,270000.0,339000.0,297500.0,3995,42294.49112097669,-38.5899957,145.57740249999998
SOUTH GEELONG,382500.0,382500.0,430000.0,420500.0,470000.0,425000.0,495000.0,650000.0,676000.0,702500.0,687500.0,3220,77651.72762194033,-38.167381899999995,144.3658474
SOUTH KINGSVILLE,620000.0,620000.0,610000.0,619500.0,671000.0,742000.0,903000.0,980000.0,1000000.0,859000.0,990000.0,3015,76194.07730807042,-37.8300643,144.8703715
SOUTH MELBOURNE,925000.0,925000.0,930000.0,1030000.0,1200000.0,1310000.0,1595000.0,1520000.0,1465000.0,1355000.0,1412500.0,3205,88994.04705589444,-37.835,144.96
SOUTH MORANG,410000.0,410000.0,420000.0,415000.0,420000.0,450000.0,502000.0,610500.0,635000.0,625500.0,655000.0,3752,55556.28658408566,-37.633333,145.083333
SPOTSWOOD,602500.0,602500.0,655000.0,680000.0,640000.0,795000.0,917500.0,1027500.0,1080000.0,960000.0,1135000.0,3015,76194.07730807042,-37.8292454,144.8813515
SPRING GULLY,320000.0,320000.0,340000.0,345000.0,350000.0,350000.0,350000.0,390000.0,400000.0,386500.0,375000.0,3550,52519.36090651558,-36.7976791,144.28661509999998
SPRINGVALE,470000.0,470000.0,448000.0,451500.0,530000.0,629500.0,685000.0,750000.0,780000.0,743000.0,800000.0,3171,40726.99966130398,-37.949346500000004,145.1527935
SPRINGVALE SOUTH,420000.0,420000.0,408000.0,430000.0,475000.0,562000.0,630000.0,720000.0,720000.0,678000.0,712000.0,3172,49561.75149045356,-37.970992700000004,145.1485377
ST ALBANS,387000.0,387000.0,348000.0,350000.0,373500.0,428000.0,500000.0,621000.0,626500.0,590000.0,590000.0,3021,42223.78227998957,-37.7442306,144.7999941
ST ALBANS PARK,310000.0,310000.0,307500.0,335000.0,330000.0,329000.0,331000.0,379000.0,450000.0,422000.0,445000.0,3219,49038.209678894884,-38.1954052,144.393187
ST ANDREWS BEACH,550000.0,550000.0,714000.0,480000.0,495000.0,560000.0,695000.0,855000.0,902500.0,930000.0,992500.0,3941,48981.261195064464,-38.419000000000004,144.83
ST ARNAUD,125000.0,125000.0,123000.0,140000.0,145000.0,141000.0,142500.0,145000.0,145000.0,175000.0,155000.0,3478,41970.41654247392,-36.616618,143.26036409999998
ST HELENA,570000.0,570000.0,550500.0,612500.0,623000.0,711000.0,800000.0,893500.0,910000.0,905000.0,990000.0,3088,60374.31573986805,-37.686,145.137
ST KILDA,860000.0,860000.0,861000.0,892000.0,1225000.0,1164000.0,1305000.0,1551000.0,1755000.0,1600000.0,1271500.0,3182,74963.60012326311,-37.864000000000004,144.982
ST LEONARDS,389000.0,389000.0,363000.0,350000.0,357000.0,375000.0,421500.0,469000.0,571500.0,562500.0,501000.0,3223,51295.167619047614,-38.166667,144.716667
STANHOPE,152000.0,152000.0,175000.0,150000.0,131000.0,152500.0,147000.0,181000.0,161500.0,174000.0,180000.0,3623,41085.9431372549,-36.4388545,144.98835060000002
STAWELL,147000.0,147000.0,167000.0,162500.0,172500.0,177000.0,177000.0,188000.0,190000.0,189000.0,220000.0,3380,44652.0950744559,-37.0575657,142.7753712
STRATFORD,242500.0,242500.0,267500.0,230000.0,261500.0,260500.0,272500.0,265000.0,258000.0,316500.0,320000.0,3862,48971.00967221924,-37.966667,147.083333
STRATHDALE,369500.0,369500.0,361000.0,392500.0,380000.0,410500.0,445000.0,380000.0,420000.0,453500.0,543000.0,3550,52519.36090651558,-36.7632753,144.3166595
STRATHFIELDSAYE,370000.0,370000.0,359000.0,377000.0,397500.0,408000.0,425000.0,455000.0,444000.0,476500.0,533500.0,3551,54901.89786336059,-36.8,144.366667
STRATHMORE,820000.0,820000.0,800000.0,827500.0,865000.0,997500.0,1140000.0,1230000.0,1357500.0,1310000.0,995000.0,3041,72131.62724715666,-37.7358112,144.9191456
STRATHMORE HEIGHTS,700000.0,700000.0,605000.0,621000.0,640000.0,700000.0,808000.0,970000.0,885000.0,800000.0,650000.0,3041,72131.62724715666,-37.713,144.89700000000002
SUNBURY,360000.0,360000.0,350000.0,355000.0,360000.0,370000.0,395000.0,492000.0,545000.0,535000.0,555000.0,3429,57774.12182067501,-37.581111,144.713889
SUNDERLAND BAY,280000.0,280000.0,265000.0,324500.0,333000.0,287000.0,360000.0,357500.0,455000.0,412000.0,511000.0,3922,44287.562288851346,-38.5016289,145.272887
SUNNYCLIFFS,70000.0,70000.0,200000.0,195000.0,307500.0,185000.0,220000.0,228000.0,218000.0,239000.0,245000.0,3496,44315.97282913165,-34.2877089,142.1863316
SUNSET STRIP,286500.0,286500.0,286500.0,301500.0,310000.0,301500.0,340000.0,345000.0,390000.0,460000.0,510500.0,3922,44287.562288851346,-38.4958178,145.26597859999998
SUNSHINE,430000.0,430000.0,400000.0,435000.0,483500.0,530500.0,675000.0,765000.0,735000.0,720000.0,830000.0,3020,45106.04550978502,-37.783657,144.83756519999997
SUNSHINE NORTH,420000.0,420000.0,395000.0,400000.0,425500.0,495000.0,560000.0,651000.0,682500.0,630000.0,652500.0,3020,45106.04550978502,-37.764542799999994,144.83124530000003
SUNSHINE WEST,391500.0,391500.0,375000.0,384500.0,395000.0,450000.0,520000.0,639500.0,635000.0,635000.0,648000.0,3020,45106.04550978502,-37.7946685,144.818759
SURF BEACH,350000.0,350000.0,350000.0,375000.0,360000.0,355000.0,414000.0,425000.0,480000.0,510000.0,510000.0,3922,44287.562288851346,-38.5090925,145.29499760000002
SWAN HILL,225000.0,225000.0,225000.0,225000.0,230000.0,248000.0,262500.0,252000.0,267000.0,285000.0,315000.0,3585,49612.519523399365,-35.3396318,143.5524803
SYDENHAM,420500.0,420500.0,415000.0,425000.0,415000.0,440000.0,505000.0,590000.0,620000.0,599500.0,600500.0,3037,54350.52323204324,-37.702,144.767
TALLANGATTA,175000.0,175000.0,185000.0,154000.0,200000.0,233000.0,216000.0,275000.0,245000.0,251500.0,325000.0,3700,42716.36964078795,-36.2194035,147.19331359999998
TARNEIT,369000.0,369000.0,356000.0,370000.0,395000.0,400000.0,445000.0,515000.0,568500.0,555000.0,549000.0,3029,50247.87480844041,-37.8091678,144.66720790000002
TATURA,215000.0,215000.0,229500.0,230000.0,237500.0,233000.0,228000.0,262000.0,250000.0,276500.0,275000.0,3616,46871.90218088518,-36.4366557,145.2328259
TAWONGA,260000.0,260000.0,231000.0,310000.0,375000.0,235000.0,275000.0,265000.0,354000.0,460000.0,370000.0,3697,44034.05988023952,-36.6941469,147.1485394
TAWONGA SOUTH,230000.0,230000.0,255000.0,219500.0,235000.0,257500.0,298000.0,254000.0,310000.0,400000.0,377500.0,3698,46871.07985480943,-36.7304657,147.152596
TAYLORS HILL,420000.0,420000.0,480000.0,487500.0,510000.0,530000.0,600000.0,686000.0,723000.0,702500.0,680500.0,3037,54350.52323204324,-37.715,144.751
TAYLORS LAKES,500000.0,500000.0,477500.0,490000.0,510000.0,561500.0,635000.0,720000.0,763500.0,748500.0,742500.0,3038,56019.97016678412,-37.6973477,144.78119819999998
TECOMA,427500.0,427500.0,412000.0,415000.0,478000.0,510000.0,601500.0,709000.0,700000.0,662500.0,727500.0,3160,59785.15719063545,-37.906,145.344
TEMPLESTOWE,804000.0,804000.0,811000.0,865000.0,951500.0,1180000.0,1270000.0,1415000.0,1308000.0,1276500.0,1553000.0,3106,76030.46904937361,-37.752566200000004,145.1350129
TEMPLESTOWE LOWER,711500.0,711500.0,670000.0,750000.0,830000.0,1060000.0,1105500.0,1302000.0,1150000.0,1080000.0,1215000.0,3107,60190.653406998164,-37.765,145.114
THE BASIN,400000.0,400000.0,410000.0,430000.0,463500.0,550000.0,595000.0,610000.0,682500.0,695000.0,801000.0,3154,55955.816160118615,-37.86,145.314
THE HONEYSUCKLES,236000.0,236000.0,215000.0,214000.0,190000.0,160000.0,237000.0,265000.0,290000.0,336000.0,262500.0,3851,49494.91379992092,-38.3529876,147.21905980000003
THOMASTOWN,400000.0,400000.0,365000.0,390000.0,420000.0,436000.0,493000.0,653000.0,636000.0,592000.0,629000.0,3074,44957.50650738151,-37.685868299999996,145.0130302
THOMSON (GREATER GEELONG),281500.0,281500.0,273500.0,282000.0,290000.0,290000.0,308500.0,365000.0,411000.0,400500.0,425000.0,3219,49038.209678894884,-38.17,144.381
THORNBURY,690000.0,690000.0,715500.0,729000.0,840000.0,918000.0,1079500.0,1225000.0,1145000.0,1135000.0,1158000.0,3071,64458.23311401682,-37.7587658,144.99334340000001
TIMBOON,211500.0,211500.0,212500.0,184000.0,210000.0,240000.0,215000.0,220000.0,247000.0,260000.0,405000.0,3268,41552.638372093024,-38.478525,142.9734629
TONGALA,154000.0,154000.0,175000.0,185000.0,179000.0,165000.0,204000.0,200000.0,275000.0,234500.0,212500.0,3621,41219.70882123341,-36.24556679999999,144.9577866
TOORA,220000.0,220000.0,210000.0,171500.0,155000.0,230000.0,195000.0,190000.0,241500.0,275000.0,222500.0,3962,41693.240234375,-38.6597789,146.30411909999998
TOORAK,2617500.0,2617500.0,2775000.0,2875000.0,3391000.0,3987500.0,4900000.0,5100000.0,4700000.0,4361000.0,4500000.0,3142,196816.36030922792,-37.8416709,145.013845
TOOTGAROOK,373500.0,373500.0,390000.0,387000.0,402500.0,405000.0,460000.0,591000.0,600500.0,580000.0,550000.0,3941,48981.261195064464,-38.374,144.849
TORQUAY,563500.0,563500.0,565000.0,580000.0,580000.0,620000.0,665000.0,720000.0,810000.0,820000.0,800000.0,3228,65440.092416309686,-38.333333,144.316667
TRAFALGAR,271500.0,271500.0,285000.0,283000.0,311000.0,310000.0,312500.0,333500.0,375000.0,397500.0,420000.0,3824,53724.74058577406,-38.2,146.15
TRARALGON,270000.0,270000.0,260000.0,269000.0,275000.0,273000.0,268500.0,288500.0,298000.0,325000.0,311000.0,3844,59876.1817695962,-38.2033531,146.519786
TRARALGON EAST,405000.0,405000.0,402500.0,435000.0,440000.0,432500.0,445000.0,455000.0,425000.0,470000.0,474500.0,3844,59876.1817695962,-38.183651399999995,146.5825806
TYABB,350500.0,350500.0,372500.0,370500.0,366000.0,395000.0,430000.0,510500.0,548000.0,580500.0,560000.0,3913,59473.95416110369,-38.259,145.189
UPWEY,415000.0,415000.0,422500.0,425000.0,476000.0,515000.0,585000.0,680000.0,710000.0,702500.0,792500.0,3158,56974.794683776345,-37.903,145.33
VENTNOR,365000.0,365000.0,363500.0,370000.0,377500.0,423500.0,420000.0,465000.0,490000.0,535000.0,560000.0,3922,44287.562288851346,-38.483406200000005,145.17276940000002
VENUS BAY,265500.0,265500.0,238500.0,242500.0,237000.0,236000.0,258000.0,262500.0,305000.0,330000.0,350000.0,3956,44102.36568694464,-38.683333000000005,145.8
VERMONT SOUTH,674000.0,674000.0,654500.0,722500.0,815000.0,1000000.0,1082500.0,1200500.0,1150000.0,1166500.0,1220000.0,3133,56853.30754866049,-37.856588200000004,145.183373
VIEWBANK,604500.0,604500.0,589000.0,630000.0,725000.0,829500.0,920000.0,1000000.0,933000.0,920000.0,980000.0,3084,71867.05636177516,-37.731,145.1
WAHGUNYAH,190000.0,190000.0,244000.0,190000.0,213500.0,267000.0,290000.0,270000.0,240000.0,355000.0,395000.0,3687,48903.6081300813,-36.012617299999995,146.40013080000003
WALKERVILLE,229500.0,229500.0,280000.0,279000.0,230000.0,247000.0,283500.0,275000.0,266500.0,334500.0,285000.0,3956,44102.36568694464,-38.8249059,145.9696236
WALLAN,350000.0,350000.0,335000.0,341500.0,356500.0,362000.0,375000.0,425000.0,490000.0,477500.0,485000.0,3756,54806.58430232559,-37.406692299999996,144.9798236
WANDANA HEIGHTS,592500.0,592500.0,557500.0,540000.0,582000.0,590000.0,592500.0,645000.0,700000.0,766500.0,990000.0,3216,55101.450297268566,-38.1768917,144.30027019999997
WANDIN NORTH,380500.0,380500.0,379000.0,407500.0,439500.0,480000.0,496500.0,665000.0,665000.0,627500.0,695000.0,3139,53574.532510570214,-37.769,145.411
WANGARATTA,240000.0,240000.0,240000.0,240000.0,255000.0,272000.0,270500.0,270000.0,320000.0,319000.0,325000.0,3677,49441.348855721386,-36.3682777,146.3172149
WANTIRNA,528000.0,528000.0,515000.0,576000.0,667500.0,764000.0,801000.0,953000.0,915000.0,860000.0,921000.0,3152,55218.3965034965,-37.847956700000005,145.2289289
WANTIRNA SOUTH,582000.0,582000.0,542500.0,579000.0,676500.0,829000.0,875000.0,1005000.0,1000000.0,988500.0,1085000.0,3152,55218.3965034965,-37.87695180000001,145.23296169999998
WARBURTON,315000.0,315000.0,300000.0,310000.0,315000.0,325000.0,366000.0,418000.0,495000.0,515000.0,530000.0,3799,45760.171794871785,-37.7525378,145.6948397
WARRACKNABEAL,115000.0,115000.0,105000.0,107500.0,110000.0,110000.0,123500.0,113000.0,112500.0,118000.0,123000.0,3393,50355.262711864416,-36.252755,142.39195519999998
WARRAGUL,295000.0,295000.0,300000.0,315000.0,320000.0,342000.0,340000.0,364000.0,449000.0,460000.0,470000.0,3820,54490.15420469994,-38.1537515,145.9297824
WARRANDYTE,657000.0,657000.0,620000.0,640000.0,760000.0,829000.0,890000.0,1042500.0,1110000.0,987500.0,950000.0,3113,76119.80635890066,-37.738,145.22299999999998
WARRANWOOD,632500.0,632500.0,654000.0,603000.0,665000.0,790000.0,865000.0,945000.0,1010000.0,935000.0,890000.0,3134,61239.66149276612,-37.777,145.249
WATERWAYS,688000.0,688000.0,682000.0,667000.0,845000.0,902000.0,1050000.0,1127500.0,1110000.0,1270000.0,1475000.0,3195,68495.18667730353,-38.0147634,145.1305169
WATSONIA,500000.0,500000.0,462000.0,505000.0,555000.0,607500.0,698000.0,835000.0,795000.0,736000.0,765000.0,3087,58146.739245283025,-37.708,145.083
WATSONIA NORTH,470500.0,470500.0,462000.0,510000.0,572500.0,635000.0,702500.0,790000.0,775000.0,726500.0,770000.0,3087,58146.739245283025,-37.7,145.08100000000002
WATTLE GLEN,569500.0,569500.0,527000.0,475000.0,500500.0,569000.0,580000.0,620000.0,810000.0,778500.0,918000.0,3096,60176.73464373464,-37.663000000000004,145.183
WAURN PONDS,421000.0,421000.0,452500.0,446500.0,470000.0,480000.0,501000.0,530000.0,621500.0,641500.0,575000.0,3216,55101.450297268566,-38.208813,144.2709146
WEDDERBURN,123000.0,123000.0,122500.0,154000.0,137500.0,110000.0,150000.0,155000.0,130000.0,138500.0,125000.0,3518,40240.19734660033,-36.416667,143.616667
WENDOUREE,235000.0,235000.0,236500.0,243000.0,247000.0,250000.0,252500.0,267500.0,326000.0,335000.0,365000.0,3355,46551.00994457124,-37.532,143.82299999999998
WERRIBEE,315000.0,315000.0,300000.0,308500.0,315000.0,335000.0,403000.0,470000.0,510000.0,510000.0,510000.0,3030,57932.39107001738,-37.8997995,144.6641401
WERRIBEE SOUTH,436000.0,436000.0,440000.0,538000.0,585000.0,680000.0,519000.0,620000.0,735000.0,744500.0,590000.0,3030,57932.39107001738,-37.937,144.697
WESBURN,327000.0,327000.0,290000.0,312500.0,288500.0,395000.0,455000.0,455000.0,463500.0,530000.0,665000.0,3799,45760.171794871785,-37.766999999999996,145.64700000000002
WEST FOOTSCRAY,525000.0,525000.0,532500.0,553000.0,637500.0,697000.0,798000.0,890000.0,875000.0,787500.0,852500.0,3012,57534.41704117576,-37.8006709,144.8716645
WEST MELBOURNE,885000.0,885000.0,720000.0,905000.0,916000.0,1005000.0,1104500.0,1370000.0,1370000.0,1085000.0,1500000.0,3003,61479.068805309726,-37.8089044,144.9290625
WEST WODONGA,275000.0,275000.0,267500.0,272500.0,296000.0,306000.0,308500.0,321000.0,321000.0,342500.0,394000.0,3690,50355.658704121386,-36.124212899999996,146.8574235
WESTMEADOWS,397500.0,397500.0,377500.0,386500.0,419000.0,470000.0,500000.0,566000.0,620000.0,620000.0,534500.0,3049,55401.982694684804,-37.6779426,144.8843087
WHEELERS HILL,650000.0,650000.0,669000.0,740000.0,805000.0,999000.0,1050000.0,1160000.0,1118500.0,1009000.0,1255000.0,3150,58410.972428838024,-37.9067871,145.1890123
WHITE HILLS,265000.0,265000.0,275000.0,280000.0,306000.0,297500.0,305000.0,300000.0,313500.0,330000.0,315000.0,3550,52519.36090651558,-36.733333,144.3
WHITTINGTON,265000.0,265000.0,252000.0,259000.0,262000.0,280000.0,265000.0,316500.0,395000.0,377500.0,409500.0,3219,49038.209678894884,-38.18,144.39
WHITTLESEA,372500.0,372500.0,365000.0,375000.0,375000.0,400000.0,448500.0,469500.0,577500.0,577500.0,593500.0,3757,56608.612692307695,-37.513889,145.113889
WILLAURA,97000.0,97000.0,98000.0,80000.0,112000.0,129500.0,85000.0,100000.0,117500.0,110000.0,156500.0,3379,47927.52173913043,-37.5422738,142.7368981
WILLIAMS LANDING,371000.0,371000.0,450000.0,470000.0,450000.0,510000.0,530000.0,600000.0,685000.0,660000.0,670000.0,3027,58405.43492879747,-37.86222539999999,144.7479385
WILLIAMSTOWN,900000.0,900000.0,901000.0,920000.0,970000.0,1120000.0,1282500.0,1440000.0,1430000.0,1350000.0,1570000.0,3016,87688.02579051383,-37.861,144.885
